Id,sex,annual_income,monthly_expenses,home_ownership,water_availabity,loan_tenure,loan_installments,loan_amount
2583,F,60000,3000,0,0.5,12,12,5000
2584,F,27600,2000,1,0.5,12,12,6300
2585,F,6000,1800,1,0.5,12,12,3000
2586,F,6000,2000,1,0.5,12,12,3200
2587,F,6000,2200,1,0.5,12,12,6900
2588,F,12000,3400,1,0.5,12,12,5000
2589,F,8400,2700,1,0.5,12,12,5000
2590,F,6000,3800,1,0.5,12,12,5000
2591,F,9600,3900,1,0.5,12,12,5000
2592,F,8400,3300,1,0.5,12,12,5000
2593,F,7800,3400,1,0.5,12,12,5000
2594,F,9600,3600,1,0.5,12,12,5000
2595,F,6000,3800,1,0.5,12,12,5000
2596,F,14400,2300,1,0.5,12,12,7000
2597,M,42000,3200,0,0.5,24,24,15000
2598,M,18000,1600,1,0.5,12,50,5000
2599,M,21600,1500,1,0.5,12,50,5000
2600,M,26400,1800,1,0.5,12,50,5000
2601,M,43200,2300,1,0.5,12,50,5000
2602,M,24000,3000,1,0.5,12,50,5000
2603,F,33600,4000,1,0.5,12,50,5000
2604,M,24000,1800,1,0.5,12,50,5000
2605,M,17000,2100,1,0.5,12,50,5000
2606,F,0,1000,1,0.5,12,12,7000
2607,F,0,2500,1,0.5,12,12,7000
2608,F,0,2200,1,0.5,12,12,6000
2609,M,72000,4000,0,0.5,24,24,15000
2610,F,24000,1900,1,0.5,12,12,14000
2611,F,0,13500,1,0.5,12,12,14000
2612,M,78000,4500,0,0.5,24,24,15000
2613,F,0,2000,1,0.5,12,12,14000
2614,M,67200,7000,0,0.5,24,24,15000
2615,F,0,14000,1,0.5,12,12,14000
2616,F,0,1800,1,0.5,12,12,14000
2617,F,0,1900,1,0.5,12,12,7000
2618,F,46800,1200,1,0.5,12,12,7000
2619,F,0,2000,1,0.5,12,12,7000
2620,F,0,2500,1,0.5,12,12,7000
2621,F,0,1500,1,0.5,12,12,7000
2622,M,54000,4000,0,0.5,24,24,15000
2623,F,0,1800,1,0.5,12,12,7000
2624,F,0,2000,1,0.5,12,12,7000
2625,F,0,2800,1,0.5,12,12,7000
2626,F,0,2200,1,0.5,12,12,7000
2627,F,0,1500,1,0.5,12,12,7000
2628,F,0,2500,1,0.5,12,12,7000
2629,F,0,3000,1,0.5,12,12,7000
2630,F,0,4600,1,0.5,12,12,7000
2631,F,0,5000,1,0.5,12,12,14000
2632,F,0,4200,1,0.5,12,12,7000
2633,M,60000,4500,0,0.5,24,24,15000
2634,F,6000,2500,1,0.5,12,12,5000
2635,F,8400,3500,1,0.5,12,12,5000
2636,F,0,2300,1,0.5,12,12,7000
2637,F,36000,5000,0,0.5,12,12,5000
2638,F,48000,4000,1,0.5,12,12,5000
2639,F,0,2500,1,0.5,12,12,7000
2640,F,0,2800,1,0.5,12,12,7000
2641,F,0,7000,1,0.5,12,12,7000
2642,F,0,3000,1,0.5,12,12,7000
2643,F,48000,3000,0,0.5,12,12,5000
2644,F,48000,4000,0,0.5,12,12,5000
2645,F,36000,3000,0,0.5,12,12,5000
2646,F,60000,5000,1,0.5,12,12,5000
2647,F,36000,4000,1,0.5,12,12,5000
2648,F,48000,4000,1,0.5,12,12,5000
2649,F,84000,4000,1,0.5,12,12,5000
2650,F,60000,3800,1,0.5,12,12,5000
2651,F,48000,4000,0,0.5,12,12,5000
2652,F,48000,5000,1,0.5,12,12,5000
2653,F,48000,5000,1,0.5,12,12,5000
2654,F,48000,3500,1,0.5,12,12,5000
2655,F,48000,5000,1,0.5,12,12,5000
2656,F,60000,5000,1,0.5,12,12,5000
2657,F,48000,4000,0,0.5,12,12,5000
2658,F,60000,4000,0,0.5,12,12,5000
2659,F,60000,4000,0,0.5,12,12,5000
2660,F,48000,4000,1,0.5,12,12,5000
2661,F,36000,4800,1,0.5,12,12,5000
2662,F,4800,3300,1,0.5,12,12,5000
2663,F,7200,3100,1,0.5,12,12,5000
2664,F,24000,4000,1,0.5,12,50,5000
2665,F,12000,3000,1,0.5,12,50,5000
2666,F,18000,2500,1,0.5,12,50,5000
2667,F,24000,3500,1,0.5,12,50,5000
2668,F,18000,4000,1,0.5,12,50,5000
2669,F,10000,2500,1,0.5,12,50,5000
2670,F,18000,4300,1,0.5,12,50,5000
2671,F,12000,4000,1,0.5,12,50,5000
2672,F,12000,4000,1,0.5,12,50,5000
2673,F,12000,3500,1,0.5,12,50,5000
2674,F,14400,3600,1,0.5,12,50,5000
2675,F,18000,2500,1,0.5,12,50,5000
2676,F,9600,2400,1,0.5,12,12,5000
2677,F,6000,3500,1,0.5,12,12,5000
2678,F,30000,3000,1,0.5,12,50,5000
2679,F,18000,3500,1,0.5,12,50,5000
2680,F,24000,4000,1,0.5,12,50,5000
2681,F,24000,4000,1,0.5,12,50,5000
2682,F,15600,4500,1,0.5,12,50,5000
2683,F,18000,4000,1,0.5,12,50,5000
2684,F,14400,4000,1,0.5,12,50,5000
2685,F,14400,4500,1,0.5,12,50,5000
2686,F,18000,4600,1,0.5,12,50,5000
2687,F,18000,4000,1,0.5,12,50,5000
2688,F,60000,3600,1,0.5,12,50,5000
2689,F,60000,3600,1,0.5,12,50,10000
2690,F,7200,3350,1,0.5,12,12,5000
2691,F,12000,3500,1,0.5,12,50,5000
2692,F,60000,3500,1,0.5,12,50,5000
2693,F,60000,3500,1,0.5,12,50,10000
2694,F,60000,3500,1,0.5,12,50,5000
2695,F,60000,3500,1,0.5,12,50,10000
2696,F,57600,3400,1,0.5,12,50,5000
2697,F,57600,3400,1,0.5,12,50,10000
2698,F,60000,3500,1,0.5,12,50,5000
2699,F,60000,3500,1,0.5,12,50,10000
2700,F,36000,4200,1,0.5,12,50,5000
2701,F,48000,3500,1,0.5,12,50,5000
2702,F,9600,3400,1,0.5,12,12,5000
2703,F,48000,3500,1,0.5,12,50,5000
2704,F,48000,3500,1,0.5,12,50,5000
2705,F,48000,3000,1,0.5,12,50,5000
2706,F,22000,4000,1,0.5,12,50,5000
2707,F,48000,3000,1,0.5,12,50,5000
2708,F,18000,4000,1,0.5,12,50,5000
2709,F,18000,4000,1,0.5,12,50,5000
2710,F,20000,4000,1,0.5,12,50,5000
2711,F,18000,4200,1,0.5,12,50,5000
2712,F,18000,4600,1,0.5,12,50,5000
2713,F,6000,2500,1,0.5,12,12,5000
2714,F,12000,5000,1,0.5,12,50,5000
2715,F,14400,4400,1,0.5,12,50,5000
2716,F,12000,4400,1,0.5,12,50,5000
2717,F,12000,5000,1,0.5,12,50,5000
2718,F,48000,3500,1,0.5,12,50,5000
2719,F,14400,7500,1,0.5,12,50,5000
2720,F,60000,3500,1,0.5,12,50,5000
2721,F,12000,4700,1,0.5,12,50,5000
2722,F,48000,3500,1,0.5,12,50,5000
2723,F,48000,3500,1,0.5,12,50,5000
2724,F,60000,4000,1,0.5,12,50,5000
2725,F,60000,4000,1,0.5,12,50,5000
2726,F,14400,4600,1,0.5,12,50,5000
2727,F,60000,4000,1,0.5,12,50,5000
2728,F,18000,3000,1,0.5,12,50,5000
2729,F,14400,3500,1,0.5,12,50,5000
2730,F,24000,4000,1,0.5,12,50,5000
2731,F,15600,4500,1,0.5,12,50,5000
2732,F,14400,3700,1,0.5,12,50,5000
2733,F,18000,4300,1,0.5,12,50,5000
2734,F,24000,4500,1,0.5,12,50,5000
2735,F,24000,4300,1,0.5,12,50,5000
2736,F,24000,4000,1,0.5,12,50,5000
2737,F,48000,3500,1,0.5,12,50,5000
2738,F,48000,3500,1,0.5,12,50,5000
2739,F,24000,3500,1,0.5,12,50,5000
2740,F,72000,4000,1,0.5,12,50,5000
2741,F,12000,4500,1,0.5,12,50,5000
2742,F,60000,4000,1,0.5,12,50,5000
2743,F,36000,4500,1,0.5,12,50,5000
2744,F,18000,3000,1,0.5,12,50,5000
2745,F,60000,4000,1,0.5,12,50,5000
2746,F,24000,4500,1,0.5,12,50,5000
2747,F,19200,4500,1,0.5,12,50,5000
2748,F,8400,2500,1,0.5,12,12,5000
2749,F,9600,3100,1,0.5,12,12,5000
2750,F,6000,3600,1,0.5,12,12,5000
2751,F,7200,2400,1,0.5,12,12,5000
2752,F,8400,2500,1,0.5,12,12,5000
2753,F,6000,3250,1,0.5,12,12,5000
2754,F,10800,2500,1,0.5,12,12,5000
2755,F,6000,2300,1,0.5,12,12,5000
2756,F,7200,3100,1,0.5,12,12,5000
2757,F,36000,3000,1,0.5,12,12,5000
2758,F,36000,3000,1,0.5,12,12,5000
2759,F,36000,6500,0,0.5,12,12,5000
2760,F,60000,5000,1,0.5,12,12,5000
2761,F,36000,3000,1,0.5,12,12,4000
2762,F,36000,6000,0,0.5,12,12,5000
2763,F,48000,6500,1,0.5,12,12,5000
2764,F,60000,4500,1,0.5,12,50,5000
2765,F,60000,4500,1,0.5,12,50,5000
2766,F,60000,4500,1,0.5,12,50,5000
2767,F,36000,3000,1,0.5,12,12,5000
2768,F,24000,2000,1,0.5,12,12,5000
2769,F,36000,3000,1,0.5,12,12,5000
2770,F,36000,3000,1,0.5,12,12,4000
2771,F,36000,3000,1,0.5,12,12,5000
2772,F,36000,6000,1,0.5,12,12,7000
2773,F,30000,7000,1,0.5,12,12,7000
2774,F,30000,4000,1,0.5,12,12,7000
2775,F,36000,7000,1,0.5,12,12,19000
2776,F,36000,5000,1,0.5,12,12,7000
2777,F,36000,7500,1,0.5,12,12,14000
2778,F,24000,7000,0,0.5,12,12,5000
2779,F,24000,5500,1,0.5,12,12,7000
2780,F,36000,5000,1,0.5,12,12,7000
2781,F,18000,5000,1,0.5,12,12,14000
2782,F,0,5000,0,0.5,12,12,5000
2783,F,0,2750,0,0.5,12,12,5000
2784,F,36000,5500,1,0.5,12,12,5000
2785,F,30000,6500,1,0.5,12,12,5000
2786,F,36000,5000,1,0.5,12,12,14000
2787,F,48000,5500,1,0.5,12,12,7000
2788,F,18000,4500,0,0.5,12,12,5000
2789,F,0,4000,0,0.5,12,12,5000
2790,F,48000,4000,1,0.5,12,12,5000
2791,F,36000,3000,1,0.5,12,12,5000
2792,F,36000,3000,1,0.5,12,12,5000
2793,F,30000,4000,1,0.5,12,12,7000
2794,F,36000,7000,1,0.5,12,12,7000
2795,F,24000,6500,1,0.5,12,12,7000
2796,F,33600,3000,1,0.5,12,12,14000
2797,F,36000,3000,1,0.5,12,12,5000
2798,F,24000,3500,1,0.5,12,12,7000
2799,F,36000,5000,1,0.5,12,12,14000
2800,F,24000,4000,1,0.5,12,12,19000
2801,F,24000,6000,1,0.5,12,12,7000
2802,F,24000,6000,1,0.5,12,12,7000
2803,F,24000,2500,1,0.5,12,12,7000
2804,F,36000,7500,1,0.5,12,12,5000
2805,F,0,3750,0,0.5,12,12,5000
2806,F,24000,8500,1,0.5,12,12,5000
2807,F,48000,4000,1,0.5,12,12,5000
2808,F,36000,3000,1,0.5,12,12,5000
2809,F,36000,3000,1,0.5,12,12,5000
2810,F,84000,7000,1,0.5,12,12,5000
2811,F,36000,3000,1,0.5,12,12,5000
2812,F,48000,4000,1,0.5,12,12,5000
2813,F,42000,3500,1,0.5,12,12,5000
2814,F,78000,6500,1,0.5,12,12,5000
2815,F,36000,3000,1,0.5,12,12,5000
2816,F,36000,3000,1,0.5,12,12,5000
2817,F,36000,3000,1,0.5,12,12,5000
2818,F,42000,3500,1,0.5,12,12,5000
2819,F,36000,3000,1,0.5,12,12,5000
2820,F,48000,4000,1,0.5,12,12,5000
2821,F,24000,2000,1,0.5,12,12,5000
2822,F,54000,4500,1,0.5,12,12,5000
2823,F,40000,5000,1,0.5,12,12,5000
2824,F,36000,3000,1,0.5,12,12,5000
2825,F,30000,2500,1,0.5,12,12,5000
2826,F,30000,2500,1,0.5,12,12,5000
2827,F,6000,2600,1,0.5,12,12,5000
2828,F,48000,4000,1,0.5,12,12,5000
2829,F,48000,4000,1,0.5,12,12,5000
2830,F,36000,3000,1,0.5,12,12,5000
2831,F,48000,5000,1,0.5,12,12,8000
2832,F,45000,6000,1,0.5,12,12,14000
2833,F,54000,5000,1,0.5,12,12,7000
2834,F,30000,6500,1,0.5,12,12,7000
2835,F,30000,2500,1,0.5,12,12,5000
2836,F,36000,5000,1,0.5,12,12,7000
2837,F,72000,6000,1,0.5,12,12,19000
2838,F,30000,2500,1,0.5,12,12,5000
2839,F,31200,4000,1,0.5,12,12,14000
2840,F,36000,8000,1,0.5,12,12,12000
2841,F,18000,5500,1,0.5,12,12,7000
2842,F,24000,6000,1,0.5,12,12,7000
2843,F,48000,8000,1,0.5,12,12,12000
2844,F,30000,3500,1,0.5,12,12,7000
2845,F,30000,7500,1,0.5,12,12,14700
2846,F,30000,3500,1,0.5,12,12,14000
2847,F,48000,3000,1,0.5,12,12,9000
2848,F,30000,2500,1,0.5,12,12,5000
2849,F,24000,4500,1,0.5,12,12,7000
2850,F,30000,4500,1,0.5,12,12,7000
2851,F,42000,3500,1,0.5,12,12,5000
2852,F,36000,4000,1,0.5,12,12,7000
2853,F,24000,2000,1,0.5,12,12,5000
2854,F,30000,2500,1,0.5,12,12,5000
2855,F,30000,2500,1,0.5,12,12,5000
2856,F,30000,2500,1,0.5,12,12,5000
2857,F,24000,2000,1,0.5,12,12,5000
2858,F,62400,5200,1,0.5,12,12,5000
2859,F,26400,2200,1,0.5,12,12,5000
2860,F,24000,5000,1,0.5,12,12,5000
2861,F,36000,6000,1,0.5,12,12,19000
2862,F,60000,5000,1,0.5,12,12,5000
2863,F,60000,5000,1,0.5,12,12,5000
2864,F,36000,3000,1,0.5,12,12,5000
2865,F,36000,3000,1,0.5,12,12,5000
2866,F,54000,4500,1,0.5,12,12,5000
2867,F,36000,3000,1,0.5,12,12,5000
2868,F,36000,3000,1,0.5,12,12,5000
2869,F,36000,3000,1,0.5,12,12,5000
2870,F,36000,3000,1,0.5,12,12,5000
2871,F,72000,6000,1,0.5,12,12,5000
2872,F,24000,2000,1,0.5,12,12,5000
2873,F,20000,4000,0,0.5,12,12,5000
2874,F,24000,5000,1,0.5,12,12,5000
2875,F,42000,3000,0,0.5,12,12,5000
2876,F,24000,5000,1,0.5,12,12,5000
2877,F,36000,7000,0,0.5,12,12,5000
2878,F,30000,5000,0,0.5,12,12,5000
2879,F,0,6000,0,0.5,12,12,5000
2880,F,6000,3000,1,0.5,12,12,5000
2881,F,9600,3500,1,0.5,12,12,5000
2882,F,6000,3000,1,0.5,12,12,5000
2883,F,7000,3000,1,0.5,12,12,5000
2884,F,12000,4000,1,0.5,12,12,5000
2885,F,6000,3500,1,0.5,12,12,5000
2886,F,7200,3800,1,0.5,12,12,5000
2887,F,12000,4200,1,0.5,12,12,5000
2888,F,14400,5000,1,0.5,12,12,10000
2889,F,12000,4600,1,0.5,12,12,7000
2890,F,14400,6000,1,0.5,12,12,7000
2891,F,14400,6000,1,0.5,12,12,7000
2892,F,30000,6200,1,0.5,12,12,7000
2893,F,8000,3000,1,0.5,12,12,5000
2894,F,12000,5000,1,0.5,12,12,7000
2895,F,36000,2800,1,0.5,12,12,7000
2896,F,14400,5000,1,0.5,12,12,7000
2897,F,48000,3800,1,0.5,12,12,7000
2898,F,18000,5200,1,0.5,12,12,5000
2899,F,15600,5000,1,0.5,12,12,5000
2900,F,24000,5300,1,0.5,12,12,7000
2901,F,12000,4500,1,0.5,12,12,7000
2902,F,60000,4200,1,0.5,12,12,5000
2903,F,13200,5800,1,0.5,12,12,4000
2904,M,30000,3500,1,0.5,12,12,5000
2905,M,28800,3000,1,0.5,12,12,5000
2906,M,54000,4000,1,0.5,12,12,5000
2907,M,31200,3200,0,0.5,12,12,5000
2908,M,33600,4000,1,0.5,12,12,5000
2909,F,30000,3000,1,0.5,12,12,7500
2910,F,36000,3000,1,0.5,12,12,5000
2911,M,48000,3000,1,0.5,12,12,5000
2912,M,24000,4000,1,0.5,12,12,5000
2913,F,18000,3000,1,0.5,12,12,5000
2914,F,24000,3000,1,0.5,12,12,5000
2915,M,24000,4000,1,0.5,12,12,5000
2916,F,15000,3000,1,0.5,12,12,5000
2917,F,18000,3000,1,0.5,12,12,5000
2918,F,24000,4000,1,0.5,12,12,5000
2919,F,24000,3500,1,0.5,12,12,5000
2920,F,24000,3000,1,0.5,12,12,5000
2921,M,36000,4000,1,0.5,12,12,5000
2922,F,36000,3000,1,0.5,12,12,5000
2923,F,48000,3500,1,0.5,12,12,5000
2924,F,42000,3000,1,0.5,12,12,5000
2925,F,18000,4000,1,0.5,12,12,5000
2926,F,42000,3000,1,0.5,12,12,5000
2927,F,24000,3500,1,0.5,12,12,5000
2928,F,15000,2500,1,0.5,12,12,5000
2929,F,24000,1500,1,0.5,12,12,5000
2930,F,36000,2000,1,0.5,12,12,5000
2931,F,18000,3000,1,0.5,12,12,5000
2932,F,18000,4000,1,0.5,12,12,5000
2933,F,18000,3000,1,0.5,12,12,5000
2934,F,18000,3500,1,0.5,12,12,5000
2935,F,18000,2000,1,0.5,12,12,5000
2936,M,30000,2500,1,0.5,12,12,5000
2937,F,48000,3300,1,0.5,12,12,5000
2938,F,14400,2500,1,0.5,12,12,5000
2939,M,24000,3000,1,0.5,12,12,5000
2940,F,18000,3000,1,0.5,12,12,5000
2941,F,18000,3000,1,0.5,12,12,5000
2942,F,12000,2000,1,0.5,12,12,5000
2943,F,18000,3000,1,0.5,12,12,5000
2944,M,36000,2500,0,0.5,12,12,5000
2945,F,36000,4500,1,0.5,12,12,5000
2946,F,15000,2000,1,0.5,12,12,7500
2947,M,36000,2800,0,0.5,12,12,5000
2948,F,18000,4000,1,0.5,12,12,7500
2949,M,36000,4000,1,0.5,12,12,5000
2950,F,42000,2500,1,0.5,12,12,7500
2951,F,18000,3000,1,0.5,12,12,7500
2952,F,5000,3000,1,0.5,12,12,5000
2953,F,18000,3000,1,0.5,12,12,7500
2954,F,24000,2000,1,0.5,12,12,7500
2955,F,6000,3000,1,0.5,12,12,5000
2956,F,48000,3000,1,0.5,12,12,7500
2957,F,6000,3000,1,0.5,12,12,5000
2958,M,30000,3000,1,0.5,12,12,5000
2959,F,48000,2500,1,0.5,12,12,7500
2960,F,4000,3000,1,0.5,12,12,5000
2961,F,18000,3000,1,0.5,12,12,7500
2962,F,4000,3000,1,0.5,12,12,5000
2963,F,38000,3000,1,0.5,12,12,7500
2964,F,18000,3000,1,0.5,12,12,7500
2965,F,8000,3000,1,0.5,12,12,5000
2966,F,48000,3000,1,0.5,12,12,7500
2967,F,9000,3000,1,0.5,12,12,5000
2968,F,4800,2400,1,0.5,12,12,5000
2969,F,9000,3000,1,0.5,12,12,5000
2970,F,9000,3000,1,0.5,12,12,5000
2971,F,18000,3000,1,0.5,12,12,7500
2972,F,6000,3000,1,0.5,12,12,5000
2973,F,18000,2500,1,0.5,12,12,7500
2974,F,8000,3000,1,0.5,12,12,5000
2975,F,30000,4000,1,0.5,12,12,7500
2976,F,24000,4000,1,0.5,12,12,7500
2977,F,8000,3000,1,0.5,12,12,5000
2978,F,6000,2600,1,0.5,12,12,5000
2979,F,24000,4000,1,0.5,12,12,5000
2980,M,2200,3000,1,0.5,12,12,5000
2981,F,9600,2900,1,0.5,12,12,5000
2982,M,36000,4500,1,0.5,12,12,5000
2983,F,12000,2500,1,0.5,12,12,5000
2984,F,12000,2000,1,0.5,12,12,5000
2985,F,18000,3500,1,0.5,12,12,7500
2986,F,6000,3250,1,0.5,12,12,5000
2987,F,18000,3000,1,0.5,12,12,5000
2988,F,10800,3000,1,0.5,12,12,5000
2989,F,24000,3000,1,0.5,12,12,5000
2990,F,7200,2600,1,0.5,12,12,5000
2991,F,18000,3000,1,0.5,12,12,5000
2992,F,36000,2500,1,0.5,12,12,5000
2993,F,24000,3000,1,0.5,12,12,5000
2994,F,24000,4000,1,0.5,12,12,7500
2995,F,18000,2500,1,0.5,12,12,7500
2996,F,24000,3500,1,0.5,12,12,7500
2997,M,48000,4000,1,0.5,12,12,5000
2998,F,18000,2000,1,0.5,12,12,7500
2999,F,18000,3000,1,0.5,12,12,5000
3000,M,42000,3000,1,0.5,12,12,5000
3001,M,30000,4000,1,0.5,12,12,5000
3002,F,15000,3000,1,0.5,12,12,5000
3003,F,18000,4000,1,0.5,12,12,7500
3004,F,18000,3000,1,0.5,12,12,5000
3005,F,14400,4000,1,0.5,12,12,5000
3006,F,24000,3500,1,0.5,12,12,5000
3007,F,16800,2700,1,0.5,12,12,5000
3008,F,8400,3500,1,0.5,12,12,5000
3009,F,18000,3000,1,0.5,12,12,7500
3010,F,30000,5000,1,0.5,12,12,7500
3011,F,24000,3000,1,0.5,12,12,5000
3012,F,4800,2650,1,0.5,12,12,5000
3013,F,20000,2500,1,0.5,12,12,7500
3014,F,18000,3000,1,0.5,12,12,7500
3015,F,12000,3500,1,0.5,12,12,5000
3016,F,12000,3700,1,0.5,12,12,5000
3017,F,14400,4000,1,0.5,12,12,5000
3018,F,9600,3500,1,0.5,12,12,5000
3019,F,18000,4000,1,0.5,12,12,5000
3020,F,7200,3100,1,0.5,12,12,5000
3021,F,8400,3000,1,0.5,12,12,5000
3022,F,10800,3200,1,0.5,12,12,5000
3023,F,12000,3400,1,0.5,12,12,5000
3024,F,6000,3100,1,0.5,12,12,5000
3025,F,7200,3000,1,0.5,12,12,5000
3026,F,16800,3500,1,0.5,12,12,5000
3027,F,7200,3000,1,0.5,12,12,5000
3028,F,6000,3200,1,0.5,12,12,5000
3029,F,30000,3500,1,0.5,12,12,5000
3030,F,30000,4500,1,0.5,12,12,5000
3031,F,36000,4500,1,0.5,12,12,5000
3032,F,6000,2500,1,0.5,12,12,5000
3033,F,42000,4500,1,0.5,12,12,5000
3034,F,45600,4000,1,0.5,12,12,5000
3035,F,39600,2800,1,0.5,12,12,5000
3036,F,7200,3000,1,0.5,12,12,5000
3037,F,42000,3000,1,0.5,12,12,5000
3038,F,14400,2000,1,0.5,12,12,5000
3039,F,8400,3600,1,0.5,12,12,5000
3040,F,30000,3000,1,0.5,12,12,5000
3041,F,30000,4000,1,0.5,12,12,5000
3042,F,8400,2600,1,0.5,12,12,5000
3043,F,24000,2500,1,0.5,12,12,5000
3044,F,90000,6400,1,0.5,12,50,7500
3045,F,84000,6200,1,0.5,12,50,7500
3046,F,9600,3500,1,0.5,12,12,5000
3047,F,82800,6000,1,0.5,12,50,7500
3048,F,78000,5600,1,0.5,12,50,7500
3049,F,12000,3000,1,0.5,12,12,5000
3050,F,6000,2400,1,0.5,12,12,5000
3051,F,78000,5000,1,0.5,12,50,7500
3052,F,74400,5500,1,0.5,12,50,7500
3053,F,69600,5000,1,0.5,12,50,7500
3054,F,81600,6000,1,0.5,12,50,7500
3055,F,90000,6800,1,0.5,12,50,7500
3056,F,72000,5000,1,0.5,12,50,7500
3057,F,79200,6000,1,0.5,12,50,7500
3058,F,72000,5200,1,0.5,12,50,7500
3059,F,78000,5800,1,0.5,12,50,7500
3060,F,87600,6500,1,0.5,12,50,7500
3061,F,7800,6000,1,0.5,12,50,7500
3062,F,90000,6600,1,0.5,12,50,7500
3063,F,74400,5500,1,0.5,12,50,7500
3064,F,72000,5100,1,0.5,12,50,7500
3065,F,78000,6000,1,0.5,12,50,7500
3066,F,84000,6200,1,0.5,12,50,7500
3067,F,72000,5200,1,0.5,12,50,7500
3068,F,72000,4000,1,0.5,12,12,7500
3069,F,72000,5200,1,0.5,12,50,7500
3070,F,30000,3000,1,0.5,12,12,5000
3071,F,78000,5200,1,0.5,12,50,7500
3072,F,72000,5400,1,0.5,12,50,7500
3073,F,30000,4000,1,0.5,12,12,5000
3074,F,72000,5600,1,0.5,12,50,7500
3075,F,84000,6200,1,0.5,12,50,7500
3076,F,24000,3500,1,0.5,12,12,5000
3077,F,78000,6000,1,0.5,12,50,7500
3078,F,27000,4000,1,0.5,12,12,5000
3079,F,21600,4500,1,0.5,12,12,5000
3080,F,74400,5600,1,0.5,12,50,7500
3081,F,30000,4000,1,0.5,12,12,5000
3082,F,84000,6400,1,0.5,12,50,7500
3083,F,22800,3000,1,0.5,12,12,5000
3084,F,18000,3500,1,0.5,12,12,5000
3085,F,14400,4000,1,0.5,12,12,5000
3086,F,39600,3000,1,0.5,12,12,5000
3087,F,18000,3500,1,0.5,12,12,5000
3088,M,42000,3000,1,0.5,12,12,5000
3089,F,30000,3800,1,0.5,12,12,5000
3090,M,38400,2500,1,0.5,12,12,5000
3091,F,30000,4000,1,0.5,12,12,5000
3092,M,36000,3000,1,0.5,12,12,5000
3093,F,18000,4000,1,0.5,12,12,5000
3094,F,24000,3000,1,0.5,12,12,5000
3095,F,24000,3000,1,0.5,12,12,5000
3096,M,43200,3000,1,0.5,12,12,5000
3097,F,18000,3600,1,0.5,12,12,5000
3098,F,18000,3800,1,0.5,12,12,5000
3099,M,26400,1800,1,0.5,12,12,5000
3100,F,30000,4000,1,0.5,12,12,5000
3101,F,24000,4000,1,0.5,12,12,5000
3102,F,18000,3700,1,0.5,12,12,5000
3103,F,42000,3000,1,0.5,12,12,5000
3104,F,18000,3000,1,0.5,12,12,5000
3105,F,16800,3500,1,0.5,12,12,5000
3106,F,58800,4500,1,0.5,12,50,7500
3107,F,69600,5000,1,0.5,12,50,7500
3108,F,21600,3500,1,0.5,12,12,5000
3109,F,24000,3500,1,0.5,12,12,5000
3110,F,37000,2800,1,0.5,12,12,5000
3111,F,24000,4200,1,0.5,12,50,5000
3112,F,30000,4500,1,0.5,12,12,5000
3113,F,24000,2000,1,0.5,12,12,5000
3114,F,24000,3000,1,0.5,12,12,5000
3115,F,24000,4000,1,0.5,12,50,5000
3116,F,24000,4500,1,0.5,12,50,5000
3117,F,24000,4000,1,0.5,12,50,5000
3118,F,18000,3500,1,0.5,12,50,5000
3119,F,24000,4500,1,0.5,12,50,5000
3120,F,18000,4000,1,0.5,12,50,5000
3121,F,18000,4300,1,0.5,12,50,5000
3122,F,18000,4300,1,0.5,12,50,5000
3123,F,18000,3000,1,0.5,12,50,5000
3124,F,18000,4000,1,0.5,12,50,5000
3125,F,72000,5000,1,0.5,12,50,5000
3126,F,15000,3000,1,0.5,12,12,5000
3127,F,10000,3000,1,0.5,12,12,5000
3128,F,12000,3000,1,0.5,12,12,5000
3129,F,10000,3000,1,0.5,12,12,5000
3130,F,36000,6000,1,0.5,12,50,5000
3131,F,50000,5000,1,0.5,12,50,5000
3132,F,72000,5000,1,0.5,12,50,5000
3133,F,72000,5000,1,0.5,12,50,5000
3134,F,62000,3500,1,0.5,12,50,7500
3135,F,24000,4300,1,0.5,12,50,5000
3136,F,18000,3500,1,0.5,12,50,5000
3137,F,18000,3500,1,0.5,12,50,5000
3138,F,24000,4500,1,0.5,12,50,5000
3139,F,24000,4000,1,0.5,12,50,5000
3140,F,18000,4000,1,0.5,12,50,5000
3141,F,18000,4000,1,0.5,12,50,5000
3142,F,30000,4500,1,0.5,12,50,5000
3143,F,24000,4000,1,0.5,12,50,5000
3144,F,30000,4500,1,0.5,12,50,5000
3145,F,18000,3500,1,0.5,12,50,5000
3146,F,24000,4000,1,0.5,12,50,5000
3147,F,24000,4500,1,0.5,12,50,5000
3148,F,24000,4000,1,0.5,12,50,5000
3149,F,18000,4000,1,0.5,12,50,5000
3150,F,18000,3500,1,0.5,12,50,5000
3151,F,30000,4500,1,0.5,12,50,5000
3152,F,30000,4500,1,0.5,12,50,5000
3153,F,18000,4000,1,0.5,12,50,5000
3154,F,64800,4600,1,0.5,12,50,7500
3155,F,78000,5600,1,0.5,12,50,7500
3156,M,30000,2000,1,0.5,12,12,5000
3157,F,72000,5200,1,0.5,12,50,7500
3158,M,24000,1500,1,0.5,12,12,5000
3159,F,30000,1800,1,0.5,12,12,5000
3160,M,36000,2200,1,0.5,12,12,5000
3161,F,26000,1800,1,0.5,12,12,5000
3162,F,30000,2000,1,0.5,12,12,5000
3163,M,42000,3000,1,0.5,12,12,5000
3164,F,24000,4000,1,0.5,12,50,8000
