Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2737.664401
NCW29,OUT035,2224.009353
FDO11,OUT013,3985.860459
NCM31,OUT049,2540.793071
FDV35,OUT019,413.4866015
FDF58,OUT017,1148.940924
NCE43,OUT049,2963.492942
FDA02,OUT035,2364.965573
DRL37,OUT010,63.12548662
FDR24,OUT018,1291.863438
FDW59,OUT049,1417.529343
FDS22,OUT049,762.2592977
FDW24,OUT017,927.2226526
FDU24,OUT035,1691.796982
FDA21,OUT027,4707.028319
FDH58,OUT027,3086.651158
FDW36,OUT018,1492.818039
FDI45,OUT027,4541.594069
FDU01,OUT018,2605.8998
FDF35,OUT027,2890.065683
FDU43,OUT019,651.6951555
FDE24,OUT019,383.4178706
FDK50,OUT049,2718.181105
FDG31,OUT045,1045.474495
FDC60,OUT045,1608.189836
FDL36,OUT013,1442.559006
FDP21,OUT013,3041.196024
FDW16,OUT045,1480.732865
FDX02,OUT017,3653.297057
FDQ58,OUT027,3950.629221
FDT51,OUT046,1798.743604
FDD59,OUT049,1397.303048
NCM42,OUT018,1580.759161
FDA57,OUT018,644.8617805
FDZ48,OUT035,1810.310361
FDE46,OUT045,2386.356188
NCZ30,OUT019,319.9963031
FDB56,OUT017,3121.158332
FDA25,OUT027,2800.117872
FDD20,OUT013,2051.919373
FDL25,OUT013,1279.562294
NCO18,OUT049,3089.594969
FDJ45,OUT017,580.7154205
FDR12,OUT035,2867.82749
NCF19,OUT010,142.72227
FDK25,OUT046,2802.575545
NCR17,OUT046,1927.210912
FDC52,OUT046,2386.344969
NCA54,OUT017,2990.675269
FDR45,OUT010,607.629574
NCM19,OUT049,2006.770976
FDF39,OUT027,6536.624669
FDX23,OUT049,1693.62919
FDD58,OUT027,2681.036603
FDX28,OUT013,1648.212027
NCD31,OUT013,2608.602777
FDU57,OUT018,2124.77305
FDI27,OUT046,871.7496055
NCM42,OUT046,1781.728682
FDD32,OUT027,2349.463868
FDI34,OUT013,3668.87456
NCM29,OUT049,2157.210544
FDG46,OUT018,1636.368643
DRC01,OUT010,86.73576055
FDB15,OUT027,6528.633944
NCA17,OUT027,3845.220787
FDF10,OUT046,2381.673476
FDR26,OUT027,4458.973964
FDI02,OUT049,1882.279645
NCM54,OUT010,328.2810698
FDF14,OUT013,2469.059578
FDJ33,OUT010,326.4235025
FDM20,OUT035,4161.397542
FDC03,OUT027,4863.080912
NCX05,OUT046,1938.015414
NCM41,OUT027,2494.021966
NCU29,OUT010,365.1104348
FDQ59,OUT017,1450.115002
FDH46,OUT010,287.252744
FDH09,OUT013,145.2095726
NCD06,OUT045,875.8835274
FDC15,OUT035,2548.868451
DRD37,OUT027,1303.968822
FDT28,OUT027,3846.052811
FDR28,OUT027,4189.901938
FDT38,OUT017,1426.494175
FDV34,OUT027,2101.639532
FDY52,OUT035,1056.911455
FDB34,OUT013,1452.307288
DRL23,OUT018,1543.895617
DRB24,OUT046,2388.452644
FDJ50,OUT046,1071.973431
FDQ49,OUT035,3064.351852
FDP20,OUT035,2118.187624
FDV19,OUT027,4209.712558
NCR54,OUT045,2983.342308
FDO09,OUT010,691.3563726
FDS57,OUT018,2024.973719
FDN10,OUT049,1969.45303
FDV23,OUT049,2096.521276
FDY28,OUT049,3593.017107
DRG51,OUT013,2557.12093
FDD45,OUT019,247.0163484
NCL18,OUT027,4838.017251
NCM29,OUT013,2052.602232
FDF17,OUT027,4983.753605
FDE22,OUT017,2720.217584
FDQ22,OUT017,711.5769245
FDS01,OUT013,2910.390085
FDW35,OUT027,1229.021904
FDJ33,OUT046,2080.773525
NCF54,OUT035,2855.993422
FDE09,OUT013,1811.944723
NCE06,OUT045,2496.148215
DRH49,OUT049,1305.057894
FDY43,OUT045,2651.838972
NCT05,OUT017,4226.490957
FDZ34,OUT045,3022.214294
FDL38,OUT017,1669.663081
FDZ31,OUT017,3109.101519
FDR14,OUT035,930.1312759
NCN54,OUT049,1520.989053
NCC42,OUT027,3601.860377
FDK08,OUT017,1767.390733
FDP59,OUT013,1762.270983
FDV22,OUT035,2639.70263
FDD33,OUT035,3954.164826
DRE60,OUT027,5811.513729
FDK52,OUT046,3562.594393
FDA02,OUT017,2416.456566
FDM56,OUT049,1821.214645
FDE57,OUT035,2395.952309
FDM32,OUT045,1471.653052
NCQ30,OUT027,3183.950219
FDQ27,OUT027,2854.736804
FDT60,OUT027,3241.718184
FDU43,OUT049,4017.981013
NCO55,OUT035,1883.274952
FDG02,OUT045,2953.637143
FDJ28,OUT013,3097.672045
FDP40,OUT045,1799.430913
FDJ38,OUT045,2947.241094
NCC54,OUT017,3913.223375
NCZ41,OUT046,2038.721711
FDK38,OUT019,401.9426164
FDU52,OUT013,2523.581467
FDC40,OUT046,1299.655719
NCR30,OUT017,1272.316216
NCN18,OUT017,1806.696488
FDB50,OUT035,1376.179564
FDG04,OUT013,3054.794958
FDR26,OUT035,2897.355091
NCT17,OUT018,2594.162339
FDX35,OUT027,5578.36598
FDS12,OUT046,2160.693018
NCZ29,OUT027,3282.080914
FDB38,OUT010,421.6806213
FDP12,OUT013,660.079572
FDP22,OUT046,1012.729089
FDS26,OUT018,3581.278437
FDR52,OUT046,3047.627392
DRJ13,OUT046,2474.880015
FDU48,OUT027,3381.932267
FDE29,OUT035,1019.726537
NCT29,OUT049,2027.435789
DRK37,OUT018,2704.112771
FDK55,OUT046,1459.689515
FDR07,OUT046,1612.041124
FDO21,OUT027,5623.954441
FDK46,OUT049,4342.95562
FDB12,OUT045,1752.27327
FDT31,OUT027,4920.474375
FDJ33,OUT045,1997.672325
FDC26,OUT027,2919.198602
NCQ02,OUT045,2868.320463
FDP08,OUT010,498.1107044
FDB11,OUT027,5649.979716
FDV55,OUT013,2379.935919
FDW20,OUT049,2017.626542
NCJ18,OUT019,316.1059471
FDC41,OUT018,1086.824787
FDE14,OUT027,2729.539502
FDG35,OUT013,2765.742927
FDF45,OUT035,992.1582044
FDS19,OUT027,2258.374954
FDS58,OUT019,403.4579406
FDA26,OUT017,3563.139732
FDM32,OUT049,1458.860844
FDL45,OUT046,2081.886118
FDZ55,OUT049,2659.414267
FDY37,OUT049,2362.943016
FDO46,OUT046,3005.410712
FDQ60,OUT046,2138.7155
FDA19,OUT018,1857.06258
FDL15,OUT046,2399.629888
FDM10,OUT018,2945.038895
NCL05,OUT017,767.73921
DRK49,OUT010,52.45619841
NCE18,OUT027,6253.770821
FDG40,OUT049,494.9727729
DRI59,OUT045,3366.27385
FDK28,OUT035,4390.06293
NCD06,OUT019,140.4073684
FDO11,OUT019,655.3093249
FDK27,OUT046,1919.324925
FDT43,OUT027,1584.171245
FDD38,OUT018,1505.705396
FDA16,OUT049,3692.824045
FDL14,OUT027,3965.22634
NCM17,OUT049,757.7527996
FDD20,OUT045,1984.646808
FDA40,OUT045,1448.330382
FDL43,OUT045,1249.182387
FDV15,OUT045,1714.396536
FDE52,OUT046,1516.578319
NCL17,OUT010,357.0307123
NCJ31,OUT045,3591.929205
FDR60,OUT045,1285.145059
NCA18,OUT035,1976.991329
FDS21,OUT027,1812.629157
FDW09,OUT035,1381.75313
FDL26,OUT035,2618.6515
FDS47,OUT018,1291.462019
FDC39,OUT046,3173.622767
FDT51,OUT035,1830.853597
FDK40,OUT035,4520.302261
NCG19,OUT045,3559.576981
FDZ07,OUT046,1129.85274
FDF08,OUT027,2534.791097
FDO04,OUT013,892.1254255
FDK41,OUT018,1197.910339
FDP15,OUT049,4272.953385
NCD43,OUT018,1523.835128
NCP18,OUT013,2402.842024
FDZ51,OUT046,1547.566552
DRH13,OUT035,1690.984335
FDF38,OUT045,768.0447256
NCI43,OUT045,914.2169682
FDM38,OUT027,1590.685825
FDS03,OUT013,1243.637382
DRJ47,OUT017,3017.260854
FDT50,OUT010,205.2924582
FDV02,OUT046,2648.681502
NCG18,OUT017,1797.394799
FDW52,OUT046,2636.202222
FDS40,OUT035,575.9227193
FDN31,OUT017,3168.765407
FDA37,OUT045,1990.605752
FDA15,OUT046,3828.179757
FDL39,OUT046,2773.389751
FDJ53,OUT045,1949.152599
FDX22,OUT013,3372.345134
NCZ42,OUT045,3608.312731
FDD56,OUT027,4615.089785
FDD40,OUT017,3183.810045
FDS50,OUT013,3469.852968
NCN14,OUT013,2916.543569
FDT15,OUT013,3013.752163
NCS18,OUT027,2872.165632
NCO26,OUT010,305.6205287
FDF58,OUT018,947.0138893
NCB19,OUT013,1458.802463
FDH26,OUT017,2502.911719
DRB24,OUT027,3968.985718
FDA49,OUT018,1286.706363
FDB32,OUT045,1571.902269
FDI36,OUT017,3381.305026
NCA17,OUT010,365.1308446
FDH22,OUT013,2056.37041
NCM26,OUT018,2101.836186
FDT15,OUT027,4711.448399
FDB16,OUT018,1224.109742
NCP54,OUT027,3228.506386
FDJ36,OUT013,1685.063001
FDO28,OUT045,1915.993446
FDU09,OUT013,946.3848969
FDF29,OUT017,2209.502808
FDY08,OUT013,2291.425033
DRJ59,OUT018,613.0305317
FDT23,OUT027,2128.856572
FDU15,OUT018,622.3843002
FDT47,OUT013,1596.153886
FDI53,OUT019,428.8436496
FDR59,OUT018,3597.264632
FDD53,OUT035,656.9094358
FDY51,OUT017,3571.997281
FDT04,OUT049,556.9921946
FDU51,OUT049,2962.190233
FDG14,OUT035,2572.442963
NCU06,OUT045,3488.894971
DRG25,OUT046,2857.361639
DRH49,OUT035,1262.85425
FDN15,OUT035,2272.546359
FDL43,OUT018,1157.655924
NCT18,OUT049,3173.992413
NCB31,OUT013,4180.834814
FDK57,OUT035,2040.175009
FDY04,OUT019,428.0825663
NCP54,OUT046,1927.544274
FDF41,OUT013,4007.8676
FDM01,OUT045,930.4465408
FDW03,OUT045,1623.243702
FDF28,OUT045,1960.803725
FDY37,OUT017,2529.047669
FDQ03,OUT017,3866.010992
FDP51,OUT027,3287.985447
FDJ40,OUT017,1880.268663
FDC32,OUT049,1553.734512
DRI49,OUT027,2226.088897
NCW54,OUT017,929.9204365
FDF09,OUT017,690.4973481
FDP45,OUT018,3484.46824
DRJ23,OUT018,2587.332407
FDS59,OUT017,1912.525842
FDY08,OUT046,2281.755777
FDX16,OUT049,2450.101832
FDY16,OUT018,2599.764064
FDK32,OUT035,2582.504114
FDQ22,OUT013,696.4842253
NCC31,OUT018,2178.004302
FDG58,OUT049,2548.421706
DRF48,OUT013,3118.574007
DRH36,OUT049,1178.99463
NCR30,OUT035,1333.04165
FDB03,OUT019,557.81011
FDZ28,OUT027,3288.812063
FDR35,OUT017,3301.333222
DRD15,OUT027,5756.842439
FDJ33,OUT019,334.5265426
FDA56,OUT010,317.7952138
FDP56,OUT046,942.3051473
NCT30,OUT046,907.6397218
FDK15,OUT017,1682.274063
FDH44,OUT018,2079.890213
FDV01,OUT013,2515.795091
DRG03,OUT017,2475.810329
FDG50,OUT027,2453.742823
FDR16,OUT010,588.3230359
FDZ60,OUT046,1698.389514
DRG03,OUT045,2345.648751
FDS56,OUT018,3750.388849
FDU33,OUT045,850.0939775
DRD27,OUT035,1648.13
FDW22,OUT046,3474.340382
DRA24,OUT045,2606.282501
FDF38,OUT049,660.666715
FDX48,OUT013,2466.98639
FDS58,OUT018,2255.722585
FDC32,OUT046,1578.669158
NCQ29,OUT045,3968.27975
DRK39,OUT018,1183.898932
NCS38,OUT017,1884.698403
DRO47,OUT013,1859.337645
DRG27,OUT027,1222.391104
FDC57,OUT027,4982.795908
FDS55,OUT046,2404.521576
NCJ06,OUT018,1716.659955
FDO01,OUT019,34.30282427
NCM55,OUT045,2845.834642
FDC52,OUT049,2457.940682
FDQ15,OUT045,1399.423524
NCT30,OUT027,1432.133103
NCR42,OUT027,1056.263561
FDD28,OUT035,973.5196248
FDQ34,OUT049,1762.68738
FDZ12,OUT027,3666.528701
DRE13,OUT019,197.8162192
NCN07,OUT019,305.4394702
FDM28,OUT035,3050.522473
FDI10,OUT017,2825.342486
FDQ25,OUT013,2766.77214
FDA38,OUT010,556.41953
DRI13,OUT049,3643.671282
FDY20,OUT027,2567.498416
NCZ53,OUT035,3103.272906
NCM31,OUT013,2385.695221
DRB01,OUT017,3168.610047
DRF37,OUT046,4051.405625
NCF42,OUT049,3084.218128
FDF16,OUT018,2107.006425
FDB41,OUT013,763.0382637
FDR34,OUT013,3641.972003
FDR15,OUT018,2188.435162
NCV42,OUT019,303.283288
FDW51,OUT035,3511.526102
FDU36,OUT017,1732.987382
FDX60,OUT049,1331.065003
FDY03,OUT035,1921.097887
FDW55,OUT045,3839.808511
FDT01,OUT010,527.1590844
FDG58,OUT013,2504.630465
FDK21,OUT017,4195.983754
NCS41,OUT019,430.6272343
FDS10,OUT045,2796.020267
NCT53,OUT046,2642.115092
FDJ28,OUT018,2685.503461
FDX44,OUT045,1455.85322
FDT20,OUT018,570.0843987
FDO44,OUT017,1831.02022
NCX17,OUT049,3840.66923
FDY01,OUT017,1949.120554
FDJ12,OUT027,5313.775396
DRK35,OUT018,608.9611739
FDD47,OUT019,535.6490025
NCM53,OUT035,1826.278384
FDO45,OUT013,1475.757075
NCM42,OUT010,297.0205186
FDE04,OUT046,2833.069689
NCI30,OUT027,6164.806309
FDZ19,OUT013,2828.063263
FDW57,OUT013,2852.890592
FDA25,OUT013,1717.757273
FDT22,OUT046,1141.813569
FDP51,OUT013,2084.066322
FDD48,OUT027,3034.761044
FDY39,OUT035,2991.997488
FDO48,OUT010,583.4054989
FDD23,OUT027,4688.930658
DRN35,OUT027,988.2849461
FDT01,OUT035,3579.654988
FDC20,OUT010,123.7438372
DRJ35,OUT035,1123.791283
FDB32,OUT046,1580.491919
FDL24,OUT046,2844.535842
NCV42,OUT035,1928.651529
FDZ46,OUT046,1877.686758
FDC15,OUT013,2451.031138
FDD08,OUT019,59.94986747
FDY50,OUT049,1444.090093
FDD36,OUT013,1922.599756
FDG57,OUT027,1547.534665
FDL21,OUT018,653.403333
FDN16,OUT027,2704.758343
FDJ09,OUT027,1379.366604
FDS01,OUT010,464.6295064
FDV33,OUT017,4369.343488
DRE12,OUT017,1922.282196
FDR07,OUT013,1607.196272
FDP48,OUT010,552.2306692
NCB55,OUT035,1038.701024
FDQ08,OUT013,995.9081027
FDR34,OUT035,3848.605938
FDO33,OUT046,1887.50832
FDP13,OUT045,732.0562777
FDX12,OUT049,4052.613048
NCT06,OUT049,2915.219565
FDR16,OUT019,588.3031613
FDE36,OUT046,2806.539477
FDZ36,OUT049,3198.735321
FDV13,OUT045,1489.875805
NCZ17,OUT035,669.1906651
FDU56,OUT045,2844.382221
FDM09,OUT035,2859.027894
FDV02,OUT017,2784.685651
FDS34,OUT018,1634.033185
FDA11,OUT049,1656.870805
FDP09,OUT017,3523.921048
FDB29,OUT027,3005.591474
FDT19,OUT017,2952.532236
DRH15,OUT017,663.7939199
FDY38,OUT046,3558.43113
FDF14,OUT027,3914.685781
FDN48,OUT010,210.9300251
FDQ12,OUT013,3719.340232
NCJ43,OUT045,2656.487566
FDE17,OUT019,398.5351459
FDB05,OUT035,4251.454364
FDH10,OUT045,2953.773362
NCR06,OUT017,784.264909
FDU32,OUT018,1739.985933
FDD56,OUT049,2876.850009
FDO36,OUT018,2437.529037
FDH16,OUT010,223.755904
FDX10,OUT018,576.1413277
FDZ37,OUT017,1672.645387
FDU31,OUT010,577.8475924
DRC49,OUT049,2362.623645
FDL15,OUT045,2305.546386
FDN32,OUT019,483.692688
DRH59,OUT027,1892.685065
NCU29,OUT049,2438.248141
FDR37,OUT019,281.650643
FDS14,OUT018,2138.159642
FDU02,OUT027,5622.386094
FDJ08,OUT035,3240.003434
NCZ06,OUT045,3841.806385
FDO31,OUT049,1365.876715
FDH31,OUT018,1479.715994
FDS58,OUT017,2704.633119
NCA53,OUT027,1465.248416
FDF50,OUT046,3152.996456
NCW42,OUT049,3826.779907
NCQ17,OUT045,2422.686887
FDK51,OUT018,3629.367425
NCW41,OUT010,380.0631768
NCR29,OUT017,970.9381014
FDB08,OUT019,412.9347498
FDA40,OUT027,2310.944217
FDL14,OUT018,2233.239283
FDB47,OUT046,3246.22196
FDO03,OUT035,3728.280296
DRK13,OUT019,545.0799137
FDX13,OUT010,672.2461842
FDF52,OUT046,2928.169112
FDT11,OUT013,2981.782585
FDB08,OUT013,2600.619326
FDQ28,OUT018,2199.966467
FDD29,OUT045,3946.194918
NCQ29,OUT027,6514.343986
NCO02,OUT013,1056.577527
FDR56,OUT010,506.2013249
NCM54,OUT049,2267.751362
FDP51,OUT035,1990.138883
FDT38,OUT013,1361.055573
FDZ20,OUT018,3580.517332
FDJ53,OUT013,1970.864132
FDX13,OUT049,4172.440321
FDP58,OUT035,3670.603662
NCK31,OUT019,55.32887676
FDA35,OUT018,1754.53482
FDV37,OUT018,2774.004416
NCO07,OUT027,5384.46384
FDA20,OUT045,2901.47957
FDZ59,OUT035,2904.43274
NCY17,OUT017,674.6925673
FDQ28,OUT035,2588.708395
FDV35,OUT017,2501.168479
FDQ36,OUT013,647.6869979
FDD34,OUT018,2284.980946
FDK51,OUT045,3999.14415
FDV31,OUT035,2955.194637
FDR04,OUT035,1633.061409
FDR14,OUT049,876.4141723
DRC36,OUT010,501.1064366
FDE39,OUT019,259.1283623
FDP57,OUT049,1753.634472
FDE57,OUT046,2314.293231
NCN18,OUT046,1814.545758
NCQ05,OUT018,2101.545662
FDW47,OUT035,2050.641133
FDV46,OUT035,2335.776701
NCP29,OUT045,1117.093583
FDE09,OUT018,1593.091608
NCU06,OUT027,5719.107792
FDT19,OUT010,445.8926099
DRF15,OUT017,2503.837683
DRI51,OUT013,2675.923966
NCX54,OUT013,1731.708551
DRE01,OUT013,4017.537189
NCB07,OUT045,2970.275258
FDU50,OUT035,1891.525749
FDG40,OUT035,541.305604
FDW10,OUT018,2444.842389
FDX51,OUT013,3161.485809
NCP17,OUT045,1120.934423
FDP21,OUT035,3133.786814
FDL04,OUT045,1699.284699
FDV23,OUT013,2004.393802
FDF24,OUT046,1430.842756
FDH56,OUT027,3133.597383
FDB51,OUT049,987.5478715
FDI58,OUT027,2573.860434
FDR20,OUT013,780.0878825
FDC51,OUT018,1698.422543
FDB16,OUT027,2291.590288
FDE40,OUT049,958.4763322
NCM17,OUT035,799.6535623
FDU56,OUT035,3116.093276
FDS32,OUT019,370.1042686
FDX02,OUT049,3633.218424
FDT39,OUT027,3971.887021
FDE35,OUT017,1111.060901
NCI42,OUT019,495.2171895
DRL23,OUT046,1786.078104
FDA10,OUT046,2000.355606
FDA11,OUT013,1614.435203
NCM06,OUT046,2413.49664
NCT05,OUT035,4288.035619
NCQ02,OUT010,437.2897249
NCY06,OUT049,2340.20387
FDY56,OUT035,3785.967737
FDL02,OUT035,1808.324761
NCI06,OUT035,2962.007398
FDQ14,OUT045,2287.899939
FDQ12,OUT017,3834.726014
FDP36,OUT046,1011.962886
FDK21,OUT027,6271.699228
FDO40,OUT045,2328.015641
NCK54,OUT019,314.6305541
FDY09,OUT018,2461.655174
NCW30,OUT049,4506.785745
NCC55,OUT027,1154.137736
FDE58,OUT018,1692.097676
FDR39,OUT013,3068.383089
FDU28,OUT049,3107.771795
FDH08,OUT017,3860.538135
FDG35,OUT045,2797.402901
FDG22,OUT049,591.6395616
FDC34,OUT035,2634.626053
FDP15,OUT018,3578.214017
FDK34,OUT010,607.1185185
FDU45,OUT035,1986.267582
FDQ04,OUT027,1153.581763
FDX22,OUT018,2903.667746
FDB45,OUT017,1802.145479
NCH43,OUT027,5412.097002
DRE60,OUT046,3457.291116
FDD17,OUT027,5981.465795
NCM54,OUT017,2131.466085
NCH55,OUT013,2080.18801
NCT06,OUT017,2734.728787
FDA48,OUT027,5565.02085
FDY58,OUT027,5709.576209
FDO25,OUT045,3243.891269
FDN50,OUT045,1590.329453
FDH35,OUT035,3164.743911
FDK09,OUT045,3462.551709
FDO16,OUT013,1350.384257
FDW11,OUT045,1132.883703
FDU47,OUT027,3549.019992
NCQ42,OUT010,329.7178791
FDK55,OUT027,2511.961611
FDN08,OUT049,1945.071641
FDT57,OUT045,3620.987892
FDJ12,OUT018,2968.364615
DRL59,OUT017,1153.302018
NCN53,OUT046,804.85369
FDO51,OUT010,113.8234445
FDK56,OUT017,3059.711343
FDY12,OUT035,930.4281866
FDU15,OUT035,611.4586923
FDQ19,OUT046,3837.076493
DRF15,OUT045,2343.113155
DRE25,OUT019,217.1641179
FDK57,OUT018,1716.764382
FDD33,OUT010,624.8923234
FDR34,OUT027,5719.192979
FDU04,OUT045,1939.157277
FDE35,OUT019,290.669049
NCD31,OUT035,2715.67911
FDJ56,OUT035,1716.071941
NCU53,OUT046,2636.756172
FDD39,OUT035,3516.82693
NCU17,OUT019,285.5384416
FDJ20,OUT046,2007.381714
NCW41,OUT018,2188.208978
FDL52,OUT035,614.7034513
FDS39,OUT035,2315.082458
DRJ47,OUT045,2677.808553
FDP13,OUT010,93.5505665
DRK39,OUT010,169.8409186
FDF28,OUT010,324.2720189
FDB09,OUT045,2006.838458
FDM51,OUT046,1662.901456
DRM49,OUT018,650.1822832
DRF23,OUT013,2823.812001
DRH01,OUT035,2775.394171
FDH12,OUT027,2819.351367
FDA28,OUT019,323.6975175
FDW37,OUT018,1335.672097
FDF02,OUT046,1765.082805
DRL37,OUT046,659.1256734
NCF43,OUT046,2228.916039
FDH08,OUT010,614.8900137
FDR34,OUT019,576.8643349
NCK19,OUT049,3393.613984
NCD55,OUT018,683.8740145
FDT27,OUT049,3882.434305
FDQ57,OUT045,2312.204512
FDA47,OUT035,2760.297626
DRG15,OUT027,1733.767043
FDE05,OUT018,2062.398407
FDN46,OUT046,1757.697478
FDX27,OUT027,2443.54801
FDT51,OUT045,1694.410211
FDU33,OUT013,786.9668537
FDJ16,OUT027,1653.280636
FDD20,OUT019,325.3390257
FDT36,OUT049,520.2302705
DRF15,OUT027,3841.72572
FDN52,OUT010,211.4584059
FDC22,OUT027,4819.055554
FDX15,OUT045,2520.874965
FDT13,OUT013,3026.441645
FDU04,OUT017,2099.612738
FDU31,OUT019,575.2196032
FDW59,OUT027,2272.774804
NCO29,OUT046,2619.613196
FDL15,OUT035,2509.752002
FDI41,OUT049,2410.273415
FDQ48,OUT049,1675.304017
DRI39,OUT013,891.6818733
FDI08,OUT013,4092.702254
FDC21,OUT049,1834.897628
FDF58,OUT035,1115.320222
FDS08,OUT010,459.2032436
FDE47,OUT045,2055.008951
NCP18,OUT019,375.5913076
NCR41,OUT013,1542.66683
FDA27,OUT013,4036.592787
FDA43,OUT035,3262.390283
FDA49,OUT045,1465.779041
NCE55,OUT018,2461.877574
DRM49,OUT027,1323.09664
FDF22,OUT027,5367.656568
FDQ15,OUT018,1332.515356
NCS54,OUT017,2920.835951
NCY05,OUT013,576.9439661
FDR45,OUT046,3719.65475
FDK57,OUT049,2031.650443
FDF41,OUT010,724.4688342
FDV21,OUT046,2089.497544
FDD51,OUT046,854.9692626
FDF33,OUT046,3739.848101
FDA38,OUT046,3666.889199
FDR56,OUT045,3026.427028
NCN41,OUT017,2042.541375
FDC60,OUT027,2401.001339
FDB47,OUT045,3174.162838
DRH01,OUT013,2891.483345
FDW08,OUT046,1780.508363
FDF38,OUT027,1215.893398
FDY32,OUT017,2643.564589
FDG34,OUT049,1843.698757
FDG47,OUT019,811.7476176
NCF18,OUT035,3143.630421
FDL39,OUT019,383.6483972
NCH55,OUT035,2137.420944
DRJ35,OUT049,1056.048028
FDS44,OUT035,4037.604749
DRE01,OUT018,3481.015573
FDY39,OUT013,3035.271292
FDY32,OUT018,2278.768708
FDR33,OUT027,2950.758557
NCP50,OUT049,1411.048544
FDZ47,OUT018,1353.280119
FDU57,OUT049,2527.023591
FDY44,OUT013,3143.367819
DRH59,OUT018,1126.715214
FDB03,OUT027,5944.411292
FDY46,OUT045,2869.123565
FDM39,OUT045,2670.417933
FDY36,OUT035,1250.908846
NCM55,OUT035,3151.224809
FDJ50,OUT010,156.1369174
DRL60,OUT013,2493.04663
NCJ54,OUT049,3999.944862
FDX59,OUT017,626.7159109
FDI07,OUT013,3216.12332
DRF51,OUT010,32.87154058
FDM14,OUT017,2030.665123
FDP21,OUT045,2887.165684
FDE40,OUT035,1051.577614
FDE05,OUT035,2485.540245
FDM13,OUT027,3796.539228
FDC34,OUT027,4010.70877
NCI55,OUT018,1755.016459
NCE43,OUT018,2340.228842
FDW58,OUT018,1559.023587
FDG60,OUT045,3522.169347
FDV31,OUT017,2887.802792
FDR47,OUT013,3093.295347
FDM60,OUT019,119.7470301
NCF06,OUT018,3571.275506
NCN26,OUT027,3081.166826
FDQ59,OUT049,1462.064885
FDF09,OUT046,769.8976249
NCS06,OUT017,4432.81279
FDT44,OUT046,1949.194151
FDI19,OUT017,3989.398932
FDT22,OUT017,1003.370714
NCF54,OUT027,4322.10511
DRG25,OUT045,2949.740926
FDB59,OUT017,3308.225022
FDQ37,OUT017,3240.871725
FDP56,OUT035,826.8412943
FDW44,OUT035,2894.035814
FDJ26,OUT010,548.73922
FDU43,OUT018,3338.428212
FDW33,OUT045,1725.043955
NCX53,OUT027,3683.685945
FDN56,OUT010,379.3740871
DRF15,OUT049,2449.677206
FDO33,OUT017,1913.315629
FDZ39,OUT010,227.1074162
NCJ19,OUT017,750.824363
FDU01,OUT035,3108.063488
FDT12,OUT035,3849.866628
NCM18,OUT018,955.2246803
FDP19,OUT017,2040.92138
NCR42,OUT049,759.9901915
FDN10,OUT046,1991.007258
FDG44,OUT017,887.7973222
FDQ10,OUT046,2718.005791
DRH13,OUT049,1747.147405
FDT52,OUT013,4021.631575
FDM56,OUT045,1794.024828
NCO43,OUT010,322.4365165
NCV29,OUT035,2944.650091
NCF06,OUT013,4168.354121
FDO50,OUT035,1595.895555
FDT59,OUT013,3649.171137
FDX40,OUT027,1074.267766
FDE50,OUT017,3249.978474
FDX51,OUT017,3209.361046
NCD30,OUT018,1442.585371
FDK15,OUT013,1817.652142
FDL12,OUT045,1048.314344
FDK46,OUT017,4327.590243
DRH49,OUT010,208.6458889
FDQ57,OUT046,2400.72179
FDY59,OUT017,1663.456332
FDO09,OUT018,3650.184472
NCG30,OUT035,2143.605204
FDM09,OUT017,2770.998267
NCN17,OUT027,2707.17506
NCS42,OUT013,1511.736057
FDD02,OUT019,326.954271
FDE34,OUT013,2927.471096
FDU38,OUT045,2888.495011
FDB33,OUT046,2511.803795
NCJ29,OUT017,1513.633906
FDZ27,OUT035,798.4847953
FDI40,OUT013,1633.580259
FDG22,OUT013,670.0101611
FDT51,OUT017,1862.161852
FDF20,OUT018,2780.304455
FDV50,OUT035,2017.939009
FDT02,OUT049,538.943999
DRC49,OUT017,2437.842102
FDF26,OUT049,2541.132108
FDV52,OUT035,2014.020065
FDX59,OUT049,612.8368784
FDV25,OUT035,3729.060735
FDW23,OUT027,1134.837649
FDE53,OUT018,1542.269078
FDA19,OUT017,2196.684449
FDH22,OUT046,2115.670934
NCO41,OUT013,1559.020571
FDX12,OUT017,4054.700512
FDF17,OUT013,3200.347779
FDS11,OUT045,3351.463283
FDR51,OUT035,2595.605702
FDT49,OUT010,285.0331629
FDC56,OUT013,1973.381963
FDR13,OUT027,3085.523987
FDQ60,OUT035,2123.612084
FDN38,OUT049,4161.445766
NCL29,OUT013,2462.466595
FDO13,OUT027,4659.462411
FDE26,OUT018,2046.704567
FDA31,OUT010,444.1550824
FDX14,OUT035,1258.62066
FDA34,OUT045,2770.177865
FDF26,OUT013,2497.8582
FDE38,OUT045,2603.96445
DRI11,OUT046,1937.992512
FDQ60,OUT027,3134.04772
FDL21,OUT027,1225.474796
DRC12,OUT027,4926.269884
FDC47,OUT046,3521.846306
FDE57,OUT045,2216.710866
FDT14,OUT045,1871.464423
NCZ53,OUT046,2965.839342
FDE28,OUT018,3257.236637
FDR19,OUT035,2439.487857
NCF54,OUT019,414.0580659
FDZ08,OUT046,1430.450606
